Date,Open,High,Low,Close,Volume
2005-01-03,8.226545507908986,8.44022217314868,8.168393095168055,8.263059616088867,1193834.0
2005-01-04,8.340147421992377,8.340147421992377,8.03045177211014,8.069670677185059,372115.0
2005-01-05,8.069672624778033,8.069672624778033,7.666662729747505,7.7356343269348145,426005.0
2005-01-06,7.708586424290106,7.776205626729806,7.348852097465419,7.365080833435059,607141.0
2005-01-07,7.365078506292691,7.501669793444643,7.347497381214018,7.411059379577637,371107.0
2005-01-10,7.528717632288503,7.536831998804075,7.212260522783409,7.239307880401611,219647.0
2005-01-11,7.323156315488209,7.447575549222651,7.150051410024436,7.231194019317627,235375.0
2005-01-12,7.212258799857395,7.271763078555956,6.874162398877384,6.893096446990967,264438.0
2005-01-13,7.077023806812747,7.210909824273819,7.001290232289583,7.095956802368164,367720.0
2005-01-14,7.2555370027590005,7.2555370027590005,6.876869198881801,6.89985990524292,176234.0
2005-01-17,7.144640883653324,7.144640883653324,6.561763702479842,6.6794209480285645,269919.0
2005-01-18,6.805190283498882,7.014809212135156,6.694295046711931,6.997228622436523,506324.0
2005-01-19,7.077020362655259,7.27852495738258,7.009401189464129,7.066201210021973,283726.0
2005-01-20,7.0553834044112085,7.089192732078239,6.714582685231144,6.982354640960693,160308.0
2005-01-24,7.049971511779705,7.1676287189563235,6.944485318875248,7.003990650177002,204383.0
2005-01-25,7.190621152185168,7.354259791261639,7.043211243747744,7.17033576965332,699889.0
2005-01-27,7.370488744499075,7.379955505006152,7.05538351288429,7.104069709777832,469253.0
2005-01-28,7.055383093199206,7.2798784202307285,7.055383093199206,7.228487968444824,208428.0
2005-01-31,7.235249247165328,7.589573860168458,7.235249247165328,7.589573860168457,514263.0
2005-02-01,7.880339341343575,7.969596862792968,7.663958307523606,7.969596862792969,792553.0
2005-02-02,8.057500310994472,8.211671685859548,7.956071258099528,8.004756927490234,702469.0
2005-02-03,8.07102153526166,8.15892661982202,8.046678441786417,8.118354797363281,372231.0
2005-02-04,8.340145573389728,8.340145573389728,8.003402111359524,8.08995532989502,358638.0
2005-02-07,8.226547513724961,8.475385953781839,8.158928326251504,8.361785888671875,1246371.0
2005-02-08,8.407765427290363,8.497022910385654,8.1372892512395,8.227898597717285,840415.0
2005-02-09,8.993085345499356,9.167144775390625,8.993085345499356,9.167144775390625,76359.0
2005-02-10,9.628399848937988,9.628399848937988,9.628399848937988,9.628399848937988,75532.0
2005-02-11,10.109967699781587,10.109967699781587,9.51961440811159,9.595040321350098,1454709.0
2005-02-14,9.754594860015628,9.754594860015628,9.116375923156738,9.116375923156738,366403.0
2005-02-15,9.0554524934136,9.0554524934136,8.702981676865381,8.848031997680664,375951.0
